PassengerID,TrainName,Name,Gender,Age,Profession,Class,TicketPrice,TrainCar,SeatNumber,MaritalStatus,NumberOfChildren,CompanionCount,BaggageWeight,MealPreference,Station,ArrivalTime,DepartureTime,who,FamilySize
5699,Shalimar Express,Fatima Fahad Khan,Female,33,Engineer,AC Business,6888,Coach-5,S-100,Single,2,1,13.61,Biryani,Liaquatpur,18:16,18:18,Female,3
5700,Shalimar Express,Bilal Raza Khan,Female,69,Lawyer,AC Business,6888,Coach-9,S-96,Married,0,1,26.08,Karahi,Ghotki,21:21,21:23,Female,2
5701,Shalimar Express,Noor Fahad Bhatti,Male,16,Teacher,Economy,6888,Coach-7,S-14,Married,4,4,30.85,Nihari,Haveli Wasawewala,10:30,10:32,Child,9
5702,Shalimar Express,Amir Saeed Sheikh,Male,33,Engineer,AC Business,3588,Coach-5,S-25,Married,4,4,29.65,Paratha Roll,Karore Pakka,15:10,15:15,Male,9
5703,Shalimar Express,Ali Raza Butt,Male,75,Engineer,Economy,3588,Coach-6,S-67,Single,0,0,22.37,Biryani,Samasata Jn.,16:40,17:05,Male,0
5704,Shalimar Express,Noor Rizwan Butt,Female,57,Teacher,AC Business,3588,Coach-7,S-36,Married,0,3,31.93,Nihari,Landhi Jn.,7:10,7:12,Female,4
5705,Shalimar Express,Ali Fahad Sheikh,Female,17,Police Officer,AC Business,6888,Coach-8,S-78,Single,0,3,46.89,Paratha Roll,Drigh Road,7:38,7:40,Child,3
5706,Shalimar Express,Amir Nawaz Qureshi,Male,64,Lawyer,Economy,6888,Coach-18,S-18,Married,2,3,46.03,Paratha Roll,Khudian,8:45,8:47,Male,6
5707,Shalimar Express,Hira Iqbal Khan,Male,19,Farmer,AC Business,3588,Coach-1,S-44,Married,4,0,43.6,Paratha Roll,Mahrabpur,0:11,0:13,Male,5
5708,Shalimar Express,Ali Hussain Malik,Female,45,Police Officer,AC Business,6888,Coach-1,S-12,Married,2,3,49.32,Paratha Roll,Hyderabad Jn,4:50,5:00,Female,6
5709,Shalimar Express,Hira Asghar Khan,Male,73,Artist,AC Business,6888,Coach-12,S-7,Single,3,1,10.67,Nihari,Nur Shah,14:03,14:05,Male,4
5710,Shalimar Express,Ayesha Iqbal Qureshi,Male,19,Soldier,Economy,6888,Coach-13,S-87,Married,4,3,18.59,Daal Chaawal,Kotri Jn.,5:22,5:24,Male,8
5711,Shalimar Express,Sara Rizwan Chaudhry,Male,41,Lawyer,AC Business,3588,Coach-10,S-65,Married,4,4,26.47,Paratha Roll,Mir Pur Mathelo,20:47,20:49,Male,9
5712,Shalimar Express,Hira Saeed Bhatti,Male,9,Soldier,AC Business,3588,Coach-16,S-86,Single,1,2,17.37,Biryani,Hyderabad Jn,4:50,5:00,Child,3
5713,Shalimar Express,Ayesha Murtaza Bhatti,Male,21,Farmer,Economy,6888,Coach-8,S-93,Single,4,2,18,Karahi,Haveli Wasawewala,10:30,10:32,Male,6
5714,Shalimar Express,Ali Fahad Chaudhry,Female,11,Teacher,Economy,3588,Coach-13,S-82,Single,2,4,38.08,Karahi,Bahawalpur,16:20,16:25,Child,6
5715,Shalimar Express,Hira Murtaza Siddiqui,Male,10,Soldier,Economy,6888,Coach-12,S-22,Married,3,1,12.25,Paratha Roll,Murad Chishti,11:53,11:55,Child,5
5716,Shalimar Express,Hira Iqbal Siddiqui,Male,36,Doctor,AC Business,3588,Coach-17,S-65,Single,1,2,43.15,Biryani,,3:56,3:58,Male,3
5717,Shalimar Express,Sara Raza Rana,Female,33,Student,AC Business,3588,Coach-18,S-31,Single,1,4,25.34,Biryani,Haveli Wasawewala,10:30,10:32,Female,5
5718,Shalimar Express,Zain Rizwan Malik,Male,16,Doctor,Economy,6888,Coach-10,S-64,Single,3,3,10.07,Biryani,Mahrabpur,0:11,0:13,Child,6
5719,Shalimar Express,Bilal Raza Qureshi,Male,74,Soldier,Economy,3588,Coach-7,S-10,Married,4,0,24.53,Paratha Roll,Khanpur Jn.,18:55,19:00,Male,5
5720,Shalimar Express,Ayesha Jamal Khan,Female,49,Police Officer,AC Business,3588,Coach-16,S-45,Single,4,4,19.37,Karahi,Pakpattan,11:20,11:35,Female,8
5721,Shalimar Express,Zain Iqbal Siddiqui,Female,16,Engineer,AC Business,6888,Coach-14,S-82,Married,3,0,21.37,Biryani,Nur Shah,14:03,14:05,Child,4
5722,Shalimar Express,Sara Raza Sheikh,Male,78,Soldier,AC Business,6888,Coach-2,S-31,Single,4,4,12.84,Daal Chaawal,Mandi Ahmadabad,9:41,9:43,Male,8
5723,Shalimar Express,Ahmed Iqbal Khan,Female,64,Lawyer,AC Business,6888,Coach-19,S-61,Single,3,2,18.56,Paratha Roll,Kot Lakhpat,6:43,6:45,Female,5
5724,Shalimar Express,Bilal Hussain Siddiqui,Male,28,Lawyer,Economy,6888,Coach-13,S-19,Married,0,4,11.09,Karahi,Landhi Jn.,7:10,7:12,Male,5
5725,Shalimar Express,Zain Hussain Khan,Male,77,Student,Economy,6888,Coach-16,S-2,Single,1,2,47.13,Daal Chaawal,Khanpur Jn.,18:55,19:00,Male,3
5726,Shalimar Express,Fatima Raza Bhatti,Female,51,Farmer,Economy,6888,Coach-20,S-78,Married,2,2,17.01,Karahi,Karore Pakka,15:10,15:15,Female,5
5727,Shalimar Express,Sara Jamal Sheikh,Male,43,Soldier,AC Business,3588,Coach-12,S-75,Married,3,0,47.36,Biryani,Haveli Wasawewala,10:30,10:32,Male,4
5728,Shalimar Express,Amir Fahad Chaudhry,Male,52,Businessperson,Economy,6888,Coach-5,S-84,Single,1,2,48.7,Karahi,,12:55,13:00,Male,3
5729,Shalimar Express,Ali Murtaza Malik,Male,30,Police Officer,AC Business,6888,Coach-6,S-97,Single,0,1,22.95,Karahi,Khudian,8:45,8:47,Male,1
5730,Shalimar Express,Hira Fahad Rana,Male,15,Farmer,Economy,3588,Coach-6,S-16,Married,0,2,43.83,Biryani,Usmanwala,8:58,9:00,Child,3
5731,Shalimar Express,Ali Saeed Butt,Female,51,Engineer,AC Business,3588,Coach-2,S-94,Single,0,0,36.42,Karahi,Khanpur Jn.,18:55,19:00,Female,0
5732,Shalimar Express,Amir Raza Qureshi,Male,74,Police Officer,Economy,6888,Coach-5,S-89,Single,3,2,35.02,Karahi,Mir Pur Mathelo,20:47,20:49,Male,5
5733,Shalimar Express,Hira Hussain Khan,Male,45,Soldier,AC Business,3588,Coach-4,S-64,Single,4,1,28.91,Karahi,Rahim Yar Khan,19:32,19:34,Male,5
5734,Shalimar Express,Zain Saeed Malik,Male,20,Businessperson,AC Business,6888,Coach-7,S-29,Single,1,0,12.13,Biryani,Shahdad Pur,3:27,3:29,Male,1
5735,Shalimar Express,Noor Fahad Qureshi,Female,31,Engineer,AC Business,6888,Coach-8,S-20,Single,2,3,29.31,Karahi,Tando Adam,3:56,3:58,Female,5
5736,Shalimar Express,Zain Murtaza Rana,Male,9,Soldier,AC Business,3588,Coach-13,S-86,Married,3,4,14.12,Biryani,Raiwind Jn.,7:10,7:15,Child,8
5737,Shalimar Express,Bilal Fahad Khan,Female,56,Student,Economy,6888,Coach-3,S-100,Single,2,1,31.2,Biryani,Mandi Ahmadabad,9:41,9:43,Female,3
5738,Shalimar Express,Hira Saeed Sheikh,Female,52,Police Officer,Economy,6888,Coach-13,S-56,Married,4,4,35.94,Paratha Roll,Mandi Ahmadabad,9:41,9:43,Female,9
5739,Shalimar Express,Noor Saeed Bhatti,Male,63,Soldier,AC Business,3588,Coach-11,S-29,Married,4,3,40.41,Karahi,Tando Adam,3:56,3:58,Male,8
5740,Shalimar Express,Noor Rizwan Khan,Male,24,Businessperson,AC Business,6888,Coach-14,S-74,Single,4,3,10.17,Daal Chaawal,Pakpattan,11:20,11:35,Male,7
5741,Shalimar Express,Bilal Asghar Bhatti,Female,60,Police Officer,Economy,6888,Coach-4,S-68,Married,0,0,22.26,Paratha Roll,Lodhran Jn.,15:57,15:59,Female,1
5742,Shalimar Express,Ahmed Iqbal Malik,Female,37,Farmer,AC Business,3588,Coach-13,S-26,Single,2,1,38.97,Paratha Roll,,7:40,8:20,Female,3
5743,Shalimar Express,Amir Raza Khan,Male,22,Soldier,Economy,3588,Coach-11,S-59,Married,0,0,40.1,Nihari,Nur Shah,14:03,14:05,Male,1
5744,Shalimar Express,Ali Raza Bhatti,Male,36,Farmer,AC Business,3588,Coach-3,S-43,Single,2,3,36.2,Karahi,Hyderabad Jn,4:50,5:00,Male,5
5745,Shalimar Express,Sara Nawaz Chaudhry,Male,45,Student,AC Business,3588,Coach-16,S-18,Single,2,3,39.18,Karahi,Kanganpur,9:21,9:23,Male,5
5746,Shalimar Express,Fatima Murtaza Rana,Female,61,Student,AC Business,6888,Coach-15,S-43,Single,1,1,43.23,Daal Chaawal,Rahim Yar Khan,19:32,19:34,Female,2
5747,Shalimar Express,Fatima Jamal Jutt,Male,69,Doctor,Economy,3588,Coach-5,S-95,Single,3,1,41.76,Paratha Roll,Machhian Wala,13:15,13:17,Male,4
5748,Shalimar Express,Amir Raza Chaudhry,Female,27,Teacher,Economy,3588,Coach-3,S-83,Single,2,4,21.06,Karahi,Hyderabad Jn,4:50,5:00,Female,6
5749,Shalimar Express,Noor Murtaza Sheikh,Female,17,Farmer,AC Business,3588,Coach-4,S-1,Married,1,4,23.4,Karahi,Samasata Jn.,16:40,17:05,Child,6
5750,Shalimar Express,Ahmed Fahad Butt,Female,13,Police Officer,AC Business,6888,Coach-12,S-29,Single,0,1,17.35,Daal Chaawal,Kasur Jn.,7:40,8:20,Child,1
5751,Shalimar Express,Hira Hussain Butt,Male,71,Student,Economy,6888,Coach-9,S-9,Single,1,1,16.39,Paratha Roll,Mir Pur Mathelo,20:47,20:49,Male,2
5752,Shalimar Express,Bilal Iqbal Khan,Female,9,Lawyer,Economy,3588,Coach-7,S-2,Single,3,3,10.11,Paratha Roll,Mir Pur Mathelo,20:47,20:49,Child,6
5753,Shalimar Express,Sara Saeed Siddiqui,Male,46,Artist,AC Business,6888,Coach-2,S-64,Married,2,4,30.26,Biryani,Kasur Jn.,7:40,8:20,Male,7
5754,Shalimar Express,Hira Murtaza Chaudhry,Female,49,Engineer,AC Business,6888,Coach-17,S-94,Married,1,0,18.71,Karahi,Mandi Ahmadabad,9:41,9:43,Female,2
5755,Shalimar Express,Zain Hussain Butt,Female,36,Police Officer,Economy,3588,Coach-18,S-80,Single,0,4,48.02,Daal Chaawal,Vihari,13:35,13:40,Female,4
5756,Shalimar Express,Bilal Saeed Siddiqui,Female,20,Artist,AC Business,6888,Coach-15,S-73,Single,4,0,17.08,Nihari,Rohri Jn.,22:35,23:00,Female,4
5757,Shalimar Express,Fatima Fahad Jutt,Female,12,Businessperson,Economy,3588,Coach-3,S-93,Married,1,3,26.63,Biryani,Haveli Wasawewala,10:30,10:32,Child,5
5758,Shalimar Express,Noor Nawaz Bhatti,Female,46,Businessperson,Economy,6888,Coach-8,S-6,Married,0,0,13.83,Paratha Roll,Mahrabpur,0:11,0:13,Female,1
5759,Shalimar Express,Ayesha Nawaz Jutt,Male,13,Soldier,Economy,6888,Coach-3,S-2,Single,2,2,34.02,Biryani,Gagoo,12:38,12:40,Child,4
5760,Shalimar Express,Bilal Raza Khan,Male,78,Student,Economy,6888,Coach-5,S-58,Single,2,3,48.69,Paratha Roll,Tando Adam,3:56,3:58,Male,5
5761,Shalimar Express,Ahmed Nawaz Butt,Male,44,Businessperson,Economy,3588,Coach-16,S-24,Single,2,2,44.02,Nihari,Shahdad Pur,3:27,3:29,Male,4
5762,Shalimar Express,Zain Jamal Rana,Male,70,Student,Economy,3588,Coach-1,S-28,Single,1,4,31.57,Karahi,Drigh Road,7:38,7:40,Male,5
5763,Shalimar Express,Noor Murtaza Sheikh,Female,25,Doctor,AC Business,6888,Coach-20,S-82,Single,2,2,43.64,Biryani,Machhian Wala,13:15,13:17,Female,4
5764,Shalimar Express,Ayesha Jamal Malik,Male,45,Lawyer,Economy,6888,Coach-12,S-40,Married,0,0,14.88,Karahi,Mailsi,14:25,14:30,Male,1
5765,Shalimar Express,Ali Hussain Khan,Male,21,Engineer,AC Business,3588,Coach-3,S-97,Single,2,4,23.36,Paratha Roll,Sadikabad,19:54,19:56,Male,6
5766,Shalimar Express,Amir Raza Qureshi,Female,11,Lawyer,AC Business,3588,Coach-9,S-7,Married,4,0,31.59,Paratha Roll,Karachi Cantt,8:10,8:25,Child,5
5767,Shalimar Express,Fatima Saeed Rana,Female,30,Doctor,AC Business,6888,Coach-6,S-34,Married,3,0,22.59,Nihari,Raiwind Jn.,7:10,7:15,Female,4
5768,Shalimar Express,Amir Saeed Jutt,Male,55,Doctor,AC Business,6888,Coach-12,S-79,Single,0,2,20.57,Karahi,Karore Pakka,15:10,15:15,Male,2
5769,Shalimar Express,Noor Murtaza Chaudhry,Female,32,Farmer,Economy,3588,Coach-6,S-46,Single,2,3,26.4,Nihari,Kanganpur,9:21,9:23,Female,5
5770,Shalimar Express,Bilal Hussain Khan,Male,25,Farmer,Economy,6888,Coach-11,S-45,Single,4,4,22.8,Karahi,Khudian,8:45,8:47,Male,8
5771,Shalimar Express,Ahmed Rizwan Sheikh,Male,38,Businessperson,Economy,6888,Coach-5,S-99,Married,3,3,29.75,Nihari,Bhiria Road,0:44,0:46,Male,7
5772,Shalimar Express,Noor Jamal Bhatti,Male,32,Farmer,AC Business,3588,Coach-14,S-47,Single,1,0,21.27,Daal Chaawal,Bahawalpur,16:20,16:25,Male,1
5773,Shalimar Express,Bilal Fahad Qureshi,Male,51,Farmer,Economy,3588,Coach-13,S-31,Married,4,4,40.18,Karahi,Samasata Jn.,16:40,17:05,Male,9
5774,Shalimar Express,Noor Nawaz Chaudhry,Male,54,Police Officer,AC Business,6888,Coach-12,S-24,Married,4,1,42.03,Daal Chaawal,Khanpur Jn.,18:55,19:00,Male,6
5775,Shalimar Express,Ahmed Nawaz Malik,Female,9,Doctor,AC Business,6888,Coach-17,S-65,Married,3,2,27.17,Paratha Roll,Shahdad Pur,3:27,3:29,Child,6
5776,Shalimar Express,Zain Rizwan Siddiqui,Male,35,Farmer,AC Business,3588,Coach-10,S-28,Single,4,4,37.35,Paratha Roll,Raiwind Jn.,7:10,7:15,Male,8
5777,Shalimar Express,Zain Iqbal Jutt,Male,23,Student,AC Business,3588,Coach-9,S-9,Single,1,1,49.69,Nihari,Pakpattan,11:20,11:35,Male,2
5778,Shalimar Express,Bilal Fahad Bhatti,Female,40,Businessperson,Economy,3588,Coach-11,S-45,Single,4,2,22.28,Daal Chaawal,Mandi Burewala,12:55,13:00,Female,6
5779,Shalimar Express,Ali Fahad Jutt,Female,19,Engineer,Economy,3588,Coach-15,S-35,Married,0,1,30.48,Biryani,Haveli Wasawewala,10:30,10:32,Female,2
5780,Shalimar Express,Zain Saeed Chaudhry,Female,64,Artist,Economy,3588,Coach-1,S-13,Single,1,1,31.09,Biryani,Lahore Jn.,-,6:15,Female,2
5781,Shalimar Express,Ali Saeed Butt,Female,19,Lawyer,Economy,6888,Coach-8,S-74,Single,1,1,39.35,Karahi,Usmanwala,8:58,9:00,Female,2
5782,Shalimar Express,Ali Fahad Sheikh,Female,5,Doctor,Economy,6888,Coach-2,S-21,Single,3,0,43.57,Paratha Roll,Lahore Jn.,-,6:15,Child,3
5783,Shalimar Express,Amir Nawaz Qureshi,Male,13,Soldier,Economy,6888,Coach-7,S-12,Single,3,4,15.58,Daal Chaawal,Arif Wala,12:10,12:15,Child,7
5784,Shalimar Express,Bilal Rizwan Butt,Male,13,Police Officer,Economy,3588,Coach-16,S-99,Married,4,4,49.75,Karahi,Mir Pur Mathelo,20:47,20:49,Child,9
5785,Shalimar Express,Fatima Nawaz Rana,Male,70,Soldier,AC Business,6888,Coach-8,S-96,Married,4,4,37.09,Karahi,Shahdad Pur,3:27,3:29,Male,9
5786,Shalimar Express,Zain Nawaz Butt,Male,43,Businessperson,Economy,3588,Coach-12,S-51,Married,3,0,25.96,Paratha Roll,Arif Wala,12:10,12:15,Male,4
5787,Shalimar Express,Fatima Hussain Jutt,Female,67,Engineer,AC Business,6888,Coach-16,S-80,Single,4,0,29.7,Daal Chaawal,Rahim Yar Khan,19:32,19:34,Female,4
5788,Shalimar Express,Bilal Saeed Siddiqui,Female,70,Businessperson,Economy,6888,Coach-9,S-23,Married,2,1,46.2,Karahi,Ghotki,21:21,21:23,Female,4
5789,Shalimar Express,Noor Saeed Malik,Male,69,Doctor,Economy,3588,Coach-15,S-89,Single,1,0,36.03,Daal Chaawal,Mandi Burewala,12:55,13:00,Male,1
5790,Shalimar Express,Ayesha Fahad Qureshi,Female,26,Student,AC Business,6888,Coach-5,S-38,Married,0,1,23.03,Biryani,Usmanwala,8:58,9:00,Female,2
5791,Shalimar Express,Ahmed Asghar Chaudhry,Female,72,Soldier,Economy,3588,Coach-12,S-22,Married,3,2,21.65,Biryani,Vihari,13:35,13:40,Female,6
5792,Shalimar Express,Bilal Nawaz Chaudhry,Female,20,Lawyer,Economy,3588,Coach-4,S-46,Single,3,0,39.04,Biryani,Rahim Yar Khan,19:32,19:34,Female,3
5793,Shalimar Express,Zain Iqbal Butt,Female,,Businessperson,AC Business,6888,Coach-9,S-71,Single,4,4,24.56,Nihari,Shahdad Pur,3:27,3:29,Female,8
5794,Shalimar Express,Hira Iqbal Bhatti,Female,32,Student,AC Business,3588,Coach-6,S-79,Married,4,4,20.78,Nihari,Kotri Jn.,5:22,5:24,Female,9
5795,Shalimar Express,Fatima Nawaz Qureshi,Female,66,Student,Economy,6888,Coach-11,S-18,Single,3,3,32.21,Nihari,Kanganpur,9:21,9:23,Female,6
5796,Shalimar Express,Bilal Murtaza Butt,Female,50,Soldier,Economy,6888,Coach-9,S-23,Married,3,0,10.81,Karahi,Lodhran Jn.,15:57,15:59,Female,4
5797,Shalimar Express,Ali Fahad Malik,Female,47,Farmer,Economy,6888,Coach-5,S-87,Married,4,0,12.99,Nihari,Padidan,1:04,1:06,Female,5
5798,Shalimar Express,Amir Rizwan Malik,Female,73,Artist,AC Business,6888,Coach-11,S-56,Single,0,1,38.16,Paratha Roll,Haveli Wasawewala,10:30,10:32,Female,1
5799,Shalimar Express,Hira Saeed Chaudhry,Male,6,Soldier,AC Business,3588,Coach-13,S-56,Married,4,0,24.01,Karahi,Arif Wala,12:10,12:15,Child,5
5800,Shalimar Express,Zain Rizwan Bhatti,Female,29,Police Officer,Economy,3588,Coach-12,S-60,Married,3,3,40.75,Karahi,Mandi Burewala,12:55,13:00,Female,7
5801,Shalimar Express,Fatima Raza Khan,Male,71,Soldier,AC Business,6888,Coach-5,S-34,Single,2,2,22.42,Paratha Roll,Tando Adam,3:56,3:58,Male,4
5802,Shalimar Express,Ali Murtaza Malik,Female,24,Doctor,AC Business,6888,Coach-11,S-51,Married,1,4,27.57,Daal Chaawal,Landhi Jn.,7:10,7:12,Female,6
5803,Shalimar Express,Ali Raza Butt,Female,53,Teacher,AC Business,6888,Coach-1,S-39,Married,2,0,18.94,Biryani,Tando Adam,3:56,3:58,Female,3
5804,Shalimar Express,Ayesha Saeed Butt,Female,13,Doctor,AC Business,3588,Coach-3,S-77,Married,4,2,43.27,Nihari,Landhi Jn.,7:10,7:12,Child,7
5805,Shalimar Express,Noor Fahad Sheikh,Male,50,Doctor,AC Business,3588,Coach-14,S-13,Married,2,2,31.77,Biryani,Pakpattan,11:20,11:35,Male,5
5806,Shalimar Express,Amir Rizwan Chaudhry,Female,69,Doctor,Economy,3588,Coach-19,S-54,Single,1,3,36.88,Karahi,Rohri Jn.,22:35,23:00,Female,4
5807,Shalimar Express,Bilal Iqbal Rana,Male,38,Businessperson,AC Business,3588,Coach-6,S-67,Married,3,4,45.88,Paratha Roll,Pakpattan,11:20,11:35,Male,8
5808,Shalimar Express,Ahmed Raza Siddiqui,Male,39,Artist,AC Business,6888,Coach-1,S-49,Single,4,,20.66,Biryani,Vihari,13:35,13:40,Male,4
5809,Shalimar Express,Ayesha Asghar Chaudhry,Male,55,Student,AC Business,3588,Coach-18,S-32,Married,0,0,30.51,Nihari,Rohri Jn.,22:35,23:00,Male,1
5810,Shalimar Express,Hira Saeed Malik,Female,79,Lawyer,Economy,6888,Coach-5,S-32,Married,4,2,49.48,Biryani,Liaquatpur,18:16,18:18,Female,7
5811,Shalimar Express,Ahmed Murtaza Rana,Male,55,Farmer,AC Business,3588,Coach-11,S-38,Married,0,2,19.72,Nihari,Mailsi,14:25,14:30,Male,3
5812,Shalimar Express,Amir Raza Jutt,Female,35,Teacher,Economy,3588,Coach-18,S-90,Single,4,4,15.1,Karahi,Kanganpur,9:21,9:23,Female,8
5813,Shalimar Express,Hira Raza Malik,Male,23,Lawyer,AC Business,6888,Coach-17,S-2,Single,0,1,11.09,Nihari,Samasata Jn.,16:40,17:05,Male,1
5814,Shalimar Express,Fatima Hussain Bhatti,Female,52,Student,AC Business,3588,Coach-10,S-62,Married,4,1,11.59,Biryani,Ghotki,21:21,21:23,Female,6
5815,Shalimar Express,Ahmed Saeed Sheikh,Male,,Teacher,AC Business,3588,Coach-13,S-61,Single,4,3,45.02,Biryani,Nur Shah,14:03,14:05,Male,7
5816,Shalimar Express,Zain Raza Jutt,Male,17,Soldier,AC Business,3588,Coach-13,S-56,Married,2,2,24.52,Daal Chaawal,Usmanwala,8:58,9:00,Child,5
5817,Shalimar Express,Hira Nawaz Jutt,Male,10,Engineer,Economy,6888,Coach-19,S-23,Married,0,4,18.09,Karahi,Liaquatpur,18:16,18:18,Child,5
5818,Shalimar Express,Ahmed Murtaza Bhatti,Male,53,Lawyer,Economy,6888,Coach-15,S-13,Married,3,4,15.73,Daal Chaawal,Lodhran Jn.,15:57,15:59,Male,8
5819,Shalimar Express,Hira Murtaza Khan,Female,,Engineer,Economy,6888,Coach-5,S-86,Married,2,0,49.08,Biryani,Kanganpur,9:21,9:23,Female,3
5820,Shalimar Express,Ahmed Raza Chaudhry,Male,57,Soldier,Economy,3588,Coach-4,S-68,Married,2,0,16.47,Karahi,Nur Shah,14:03,14:05,Male,3
5821,Shalimar Express,Noor Asghar Siddiqui,Male,68,Teacher,AC Business,6888,Coach-8,S-81,Single,3,3,31.8,Paratha Roll,Gagoo,12:38,12:40,Male,6
5822,Shalimar Express,Bilal Rizwan Butt,Female,57,Soldier,AC Business,3588,Coach-3,S-8,Single,3,3,18,Daal Chaawal,Kotri Jn.,5:22,5:24,Female,6
5823,Shalimar Express,Amir Murtaza Khan,Male,9,Police Officer,AC Business,6888,Coach-20,S-46,Married,4,1,38.61,Karahi,Dera Nawab Sahib,17:43,17:45,Child,6
5824,Shalimar Express,Bilal Rizwan Rana,Male,54,Doctor,Economy,3588,Coach-18,S-14,Single,2,1,45.91,Paratha Roll,Gagoo,12:38,12:40,Male,3
5825,Shalimar Express,Amir Asghar Bhatti,Male,67,Doctor,Economy,6888,Coach-10,S-53,Single,3,1,46.51,Karahi,Mandi Burewala,12:55,13:00,Male,4
5826,Shalimar Express,Fatima Nawaz Sheikh,Male,58,Doctor,Economy,6888,Coach-12,S-9,Married,1,3,42.74,Karahi,Karore Pakka,15:10,15:15,Male,5
5827,Shalimar Express,Sara Nawaz Jutt,Female,24,Artist,AC Business,3588,Coach-15,S-41,Married,3,1,24.13,Karahi,Mubarakpur,17:25,17:27,Female,5
5828,Shalimar Express,Ali Raza Bhatti,Female,37,Engineer,AC Business,3588,Coach-16,S-32,Married,3,1,34.92,Daal Chaawal,Raiwind Jn.,7:10,7:15,Female,5
5829,Shalimar Express,Ayesha Raza Sheikh,Male,70,Police Officer,AC Business,3588,Coach-17,S-81,Married,2,0,38.36,Karahi,Mandi Burewala,12:55,13:00,Male,3
5830,Shalimar Express,Ahmed Murtaza Butt,Male,71,Teacher,AC Business,3588,Coach-16,S-59,Single,0,2,43.11,Karahi,Landhi Jn.,7:10,7:12,Male,2
5831,Shalimar Express,Ayesha Saeed Jutt,Male,61,Police Officer,Economy,6888,Coach-1,S-1,Married,4,1,11.5,Karahi,Drigh Road,7:38,7:40,Male,6
5832,Shalimar Express,Ahmed Iqbal Sheikh,Male,52,Police Officer,Economy,6888,Coach-13,S-47,Single,3,3,14.05,Paratha Roll,Karachi Cantt,8:10,8:25,Male,6
5833,Shalimar Express,Ali Nawaz Khan,Female,52,Doctor,Economy,6888,Coach-19,S-79,Married,0,4,32.65,Nihari,Kasur Jn.,7:40,8:20,Female,5
5834,Shalimar Express,Fatima Iqbal Malik,Female,69,Doctor,AC Business,3588,Coach-7,S-94,Married,1,3,16.81,Biryani,Mahrabpur,0:11,0:13,Female,5
5835,Shalimar Express,Ayesha Raza Malik,Male,26,Engineer,Economy,6888,Coach-16,S-54,Married,2,3,32.6,Nihari,Haveli Wasawewala,10:30,10:32,Male,6
5836,Shalimar Express,Zain Saeed Jutt,Female,45,Police Officer,AC Business,6888,Coach-18,S-20,Married,4,3,26.7,Paratha Roll,Vihari,13:35,13:40,Female,8
5837,Shalimar Express,Bilal Saeed Bhatti,Female,68,Teacher,AC Business,6888,Coach-4,S-2,Single,3,2,28.35,Karahi,Gagoo,12:38,12:40,Female,5
5838,Shalimar Express,Noor Asghar Malik,Female,74,Engineer,Economy,3588,Coach-13,S-20,Married,0,1,41.67,Karahi,Dera Nawab Sahib,17:43,17:45,Female,2
5839,Shalimar Express,Zain Nawaz Chaudhry,Male,40,Soldier,AC Business,6888,Coach-9,S-77,Married,1,2,44.16,Karahi,Kot Lakhpat,6:43,6:45,Male,4
5840,Shalimar Express,Hira Fahad Khan,Male,52,Teacher,AC Business,6888,Coach-13,S-100,Married,0,4,15.67,Biryani,Mahrabpur,0:11,0:13,Male,5
5841,Shalimar Express,Noor Jamal Qureshi,Male,43,Student,Economy,6888,Coach-1,S-36,Single,2,3,48.22,Karahi,Murad Chishti,11:53,11:55,Male,5
5842,Shalimar Express,Ali Murtaza Siddiqui,Female,9,Farmer,AC Business,6888,Coach-15,S-29,Single,4,4,48.52,Nihari,Mir Pur Mathelo,20:47,20:49,Child,8
5843,Shalimar Express,Ali Hussain Rana,Female,30,Artist,AC Business,3588,Coach-8,S-46,Married,3,1,36.85,Nihari,Karachi Cantt,8:10,8:25,Female,5
5844,Shalimar Express,Noor Hussain Rana,Male,77,Police Officer,Economy,6888,Coach-7,S-29,Married,4,1,11.09,Paratha Roll,Mandi Ahmadabad,9:41,9:43,Male,6
5845,Shalimar Express,Ahmed Rizwan Malik,Female,48,Doctor,Economy,6888,Coach-6,S-96,Married,2,1,48.43,Paratha Roll,Mubarakpur,17:25,17:27,Female,4
5846,Shalimar Express,Bilal Nawaz Sheikh,Female,79,Farmer,AC Business,3588,Coach-1,S-39,Single,1,2,46.25,Biryani,Karore Pakka,15:10,15:15,Female,3
5847,Shalimar Express,Sara Asghar Malik,Female,17,Student,AC Business,6888,Coach-20,S-36,Married,3,4,36.41,Daal Chaawal,Samasata Jn.,16:40,17:05,Child,8
5848,Shalimar Express,Amir Hussain Qureshi,Female,68,Farmer,Economy,3588,Coach-12,S-81,Married,4,1,20.81,Nihari,Rahim Yar Khan,19:32,19:34,Female,6
5849,Shalimar Express,Noor Jamal Chaudhry,Female,74,Doctor,Economy,3588,Coach-8,S-58,Single,2,2,39.33,Daal Chaawal,Kanganpur,9:21,9:23,Female,4
5850,Shalimar Express,Hira Jamal Bhatti,Female,17,Teacher,AC Business,6888,Coach-18,S-85,Married,0,3,16.47,Karahi,Sadikabad,19:54,19:56,Child,4
5851,Shalimar Express,Ali Hussain Malik,Female,38,Police Officer,Economy,6888,Coach-18,S-53,Single,0,0,48.43,Karahi,Arif Wala,12:10,12:15,Female,0
5852,Shalimar Express,Ali Murtaza Chaudhry,Male,67,Teacher,AC Business,3588,Coach-19,S-29,Married,4,3,43.29,Karahi,Liaquatpur,18:16,18:18,Male,8
